================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:34626          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.070618977         0.0452
100.10.30.1:46696          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.116015751         0.0482
100.10.30.1:42654          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    35.164288866         0.0429
100.10.30.1:42851          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.165367046         0.0483
100.10.30.1:33434          <-> 100.30.0.1:8080                  4 433 bytes       5 660 bytes       9 1,093 bytes    35.632196564         0.0432
100.10.30.1:38655          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    35.740419616         0.0415
100.10.30.1:34871          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.765625061         0.0463
100.10.30.1:40155          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.782047926         0.0476
100.10.30.1:37807          <-> 100.30.0.1:8080                  4 639 bytes       5 660 bytes       9 1,299 bytes    35.860114785         0.0460
100.10.30.1:36832          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    35.879133251         0.0419
100.10.30.1:37551          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    35.117052887         0.0483
100.10.30.1:46438          <-> 100.30.0.1:8080                  4 488 bytes       5 662 bytes       9 1,150 bytes    35.213711055         0.0491
100.10.30.1:37557          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    35.493208846         0.0440
100.10.30.1:33862          <-> 100.30.0.1:8080                  4 717 bytes       5 663 bytes       9 1,380 bytes    35.537260809         0.0464
100.10.30.1:39599          <-> 100.30.0.1:8080                  4 864 bytes       5 662 bytes       9 1,526 bytes    35.583775683         0.0482
100.10.30.1:40430          <-> 100.30.0.1:8080                  4 634 bytes       5 664 bytes       9 1,298 bytes    35.675528126         0.0437
100.10.30.1:40888          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    35.719347369         0.0462
100.10.30.1:39430          <-> 100.30.0.1:8080                  4 498 bytes       5 663 bytes       9 1,161 bytes    35.812006675         0.0480
100.10.30.1:42865          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    35.829794051         0.0493
100.10.30.1:41889          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    35.906186769         0.0434
100.10.30.1:35808          <-> 100.30.0.1:8080                  4 925 bytes       5 662 bytes       9 1,587 bytes    35.949745147         0.0453
100.10.30.1:34913          <-> 100.30.0.1:8080                  4 441 bytes       5 660 bytes       9 1,101 bytes    36.045820464         0.0441
100.10.30.1:46298          <-> 100.30.0.1:8080                  4 878 bytes       5 660 bytes       9 1,538 bytes    36.140910641         0.0509
100.10.30.1:36308          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    36.237035789         0.0458
100.10.30.1:37958          <-> 100.30.0.1:8080                  4 446 bytes       5 664 bytes       9 1,110 bytes    36.448589527         0.0478
100.10.30.1:33299          <-> 100.30.0.1:8080                  4 785 bytes       5 663 bytes       9 1,448 bytes    36.470176220         0.0453
100.10.30.1:33359          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    36.515613577         0.0455
100.10.30.1:46252          <-> 100.30.0.1:8080                  4 666 bytes       5 664 bytes       9 1,330 bytes    36.546596073         0.0429
100.10.30.1:33506          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    36.674104578         0.0417
100.10.30.1:33282          <-> 100.30.0.1:8080                  4 530 bytes       5 660 bytes       9 1,190 bytes    36.715992222         0.0499
100.10.30.1:41631          <-> 100.30.0.1:8080                  4 618 bytes       5 664 bytes       9 1,282 bytes    36.811343011         0.0455
100.10.30.1:43326          <-> 100.30.0.1:8080                  4 502 bytes       5 663 bytes       9 1,165 bytes    36.843224570         0.0494
100.10.30.1:41702          <-> 100.30.0.1:8080                  4 719 bytes       5 663 bytes       9 1,382 bytes    36.857091634         0.0435
100.10.30.1:39497          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    36.900779739         0.0498
100.10.30.1:42836          <-> 100.30.0.1:8080                  4 657 bytes       5 660 bytes       9 1,317 bytes    35.995152236         0.0506
100.10.30.1:33806          <-> 100.30.0.1:8080                  4 552 bytes       5 663 bytes       9 1,215 bytes    36.090025718         0.0508
100.10.30.1:37747          <-> 100.30.0.1:8080                  4 687 bytes       5 664 bytes       9 1,351 bytes    36.191951932         0.0449
100.10.30.1:39986          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    36.282994833         0.0437
100.10.30.1:35788          <-> 100.30.0.1:8080                  4 506 bytes       5 663 bytes       9 1,169 bytes    36.326819793         0.0495
100.10.30.1:34435          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    36.376408419         0.0492
100.10.30.1:41559          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    36.400046897         0.0484
100.10.30.1:44322          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    36.425759359         0.0443
100.10.30.1:43956          <-> 100.30.0.1:8080                  4 548 bytes       5 660 bytes       9 1,208 bytes    36.496451234         0.0500
100.10.30.1:38196          <-> 100.30.0.1:8080                  4 523 bytes       5 663 bytes       9 1,186 bytes    36.561182643         0.0505
100.10.30.1:39340          <-> 100.30.0.1:8080                  4 877 bytes       5 660 bytes       9 1,537 bytes    36.611760554         0.0478
100.10.30.1:41741          <-> 100.30.0.1:8080                  4 700 bytes       5 660 bytes       9 1,360 bytes    36.622124494         0.0519
100.10.30.1:41224          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    36.659697736         0.0520
100.10.30.1:39756          <-> 100.30.0.1:8080                  4 918 bytes       5 660 bytes       9 1,578 bytes    36.711719516         0.0453
100.10.30.1:35805          <-> 100.30.0.1:8080                  4 579 bytes       5 660 bytes       9 1,239 bytes    36.757159491         0.0439
100.10.30.1:33277          <-> 100.30.0.1:8080                  4 749 bytes       5 664 bytes       9 1,413 bytes    36.766033633         0.0452
100.10.30.1:34067          <-> 100.30.0.1:8080                  4 604 bytes       5 663 bytes       9 1,267 bytes    36.801141319         0.0420
100.10.30.1:38796          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes    36.996915056         0.0462
100.10.30.1:36470          <-> 100.30.0.1:8080                  4 520 bytes       5 660 bytes       9 1,180 bytes    37.043266611         0.0453
100.10.30.1:40487          <-> 100.30.0.1:8080                  4 812 bytes       5 664 bytes       9 1,476 bytes    37.088720769         0.0482
100.10.30.1:45551          <-> 100.30.0.1:8080                  4 788 bytes       5 664 bytes       9 1,452 bytes    37.137248482         0.0516
100.10.30.1:37355          <-> 100.30.0.1:8080                  4 814 bytes       5 664 bytes       9 1,478 bytes    37.209008879         0.0480
100.10.30.1:35629          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    37.355086994         0.0476
100.10.30.1:41628          <-> 100.30.0.1:8080                  4 423 bytes       5 664 bytes       9 1,087 bytes    37.402858901         0.0483
100.10.30.1:33373          <-> 100.30.0.1:8080                  4 698 bytes       5 663 bytes       9 1,361 bytes    37.500515427         0.0426
100.10.30.1:45277          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    37.863924537         0.0474
100.10.30.1:37965          <-> 100.30.0.1:8080                  4 443 bytes       5 660 bytes       9 1,103 bytes    36.950595353         0.0462
100.10.30.1:38151          <-> 100.30.0.1:8080                  4 615 bytes       5 664 bytes       9 1,279 bytes    37.257160492         0.0461
100.10.30.1:39829          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    37.303324538         0.0518
100.10.30.1:46188          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes    37.451351718         0.0490
100.10.30.1:39399          <-> 100.30.0.1:8080                  4 627 bytes       5 660 bytes       9 1,287 bytes    37.911523881         0.0505
100.10.30.1:37805          <-> 100.30.0.1:8080                  4 627 bytes       5 663 bytes       9 1,290 bytes    38.373030346         0.0425
100.10.30.1:43709          <-> 100.30.0.1:8080                  4 729 bytes       5 660 bytes       9 1,389 bytes    38.512405857         0.0474
100.10.30.1:44388          <-> 100.30.0.1:8080                  4 863 bytes       5 663 bytes       9 1,526 bytes    38.748674862         0.0425
100.10.30.1:40284          <-> 100.30.0.1:8080                  4 697 bytes       5 663 bytes       9 1,360 bytes    38.791349703         0.0488
100.10.30.1:42703          <-> 100.30.0.1:8080                  4 604 bytes       5 664 bytes       9 1,268 bytes    38.840222864         0.0428
100.10.30.1:33210          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    38.895152474         0.0473
100.10.30.1:37306          <-> 100.30.0.1:8080                  4 900 bytes       5 663 bytes       9 1,563 bytes    38.326021778         0.0469
100.10.30.1:33500          <-> 100.30.0.1:8080                  4 639 bytes       5 663 bytes       9 1,302 bytes    38.415731793         0.0488
100.10.30.1:39264          <-> 100.30.0.1:8080                  4 548 bytes       5 662 bytes       9 1,210 bytes    38.464710380         0.0476
100.10.30.1:45672          <-> 100.30.0.1:8080                  4 878 bytes       5 660 bytes       9 1,538 bytes    38.574142385         0.0510
100.10.30.1:42883          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    38.625309233         0.0502
100.10.30.1:38129          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    38.653172827         0.0602
100.10.30.1:39285          <-> 100.30.0.1:8080                  4 702 bytes       5 660 bytes       9 1,362 bytes    38.675649862         0.0509
100.10.30.1:41950          <-> 100.30.0.1:8080                  4 846 bytes       5 663 bytes       9 1,509 bytes    38.713361874         0.0352
100.10.30.1:37036          <-> 100.30.0.1:8080                  4 839 bytes       5 660 bytes       9 1,499 bytes    38.726733477         0.0442
100.10.30.1:34778          <-> 100.30.0.1:8080                  4 523 bytes       5 660 bytes       9 1,183 bytes    38.883229963         0.0488
100.10.30.1:41303          <-> 100.30.0.1:8080                  4 739 bytes       5 660 bytes       9 1,399 bytes    38.932094226         0.0423
100.10.30.1:36224          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    39.064822030         0.0434
100.10.30.1:44306          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes    39.108323287         0.0477
100.10.30.1:38247          <-> 100.30.0.1:8080                  4 463 bytes       5 664 bytes       9 1,127 bytes    39.156122525         0.0481
100.10.30.1:38445          <-> 100.30.0.1:8080                  4 489 bytes       5 660 bytes       9 1,149 bytes    39.249722771         0.0501
100.10.30.1:39403          <-> 100.30.0.1:8080                  4 433 bytes       5 660 bytes       9 1,093 bytes    39.300015956         0.0453
100.10.30.1:46384          <-> 100.30.0.1:8080                  4 505 bytes       5 664 bytes       9 1,169 bytes    39.588205418         0.0476
100.10.30.1:45800          <-> 100.30.0.1:8080                  4 701 bytes       5 660 bytes       9 1,361 bytes    39.635896442         0.0444
100.10.30.1:36328          <-> 100.30.0.1:8080                  4 675 bytes       5 663 bytes       9 1,338 bytes    39.680411695         0.0442
100.10.30.1:43458          <-> 100.30.0.1:8080                  4 696 bytes       5 660 bytes       9 1,356 bytes    39.774699041         0.0477
100.10.30.1:45525          <-> 100.30.0.1:8080                  4 910 bytes       5 663 bytes       9 1,573 bytes    39.822517918         0.0459
100.10.30.1:45478          <-> 100.30.0.1:8080                  4 822 bytes       5 664 bytes       9 1,486 bytes    39.868511200         0.0489
100.10.30.1:38890          <-> 100.30.0.1:8080                  4 1,544 bytes       5 1,689 bytes       9 3,233 bytes    39.924648863         0.0473
100.10.30.1:40216          <-> 100.30.0.1:8080                  4 679 bytes       5 663 bytes       9 1,342 bytes    38.974535363         0.0471
100.10.30.1:41073          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes    39.021744960         0.0430
